state,county,n_hosts,n_targets_captured,n_targets_gap,any_robots,all_hosts_robots,crawl_delay,blocks_all_star,n_targets_disallowed,blocks_ai_bots,robots_403,has_legal_page,legal_403,tos_anti_scraping,tos_permission_required,tos_commercial_use
TX,cochran,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,coke,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,coleman,2,5,1,false,false,,false,0,false,false,true,false,false,false,false
TX,collin,1,5,1,false,false,,false,0,false,false,false,false,false,false,false
TX,collingsworth,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,colorado,1,4,2,false,false,,false,0,false,false,false,false,false,false,false
TX,comal,2,3,3,true,false,20.0,false,0,false,false,false,false,false,false,false
TX,comanche,1,4,2,true,true,20.0,false,0,false,false,false,false,false,false,false
TX,concho,1,3,3,false,false,,false,0,false,false,false,false,false,false,false
TX,cooke,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,coryell,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,cottle,1,2,4,false,false,,false,0,false,false,true,false,false,false,false
TX,crane,1,3,3,false,false,,false,0,false,false,false,false,false,false,false
TX,crockett,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,crosby,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,culberson,1,4,2,false,false,,false,0,false,false,false,false,false,false,false
TX,dallam,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,dallas,2,6,0,true,true,,false,0,false,false,true,false,false,false,false
TX,dawson,1,4,2,false,false,,false,0,false,false,false,false,false,false,false
TX,deaf smith,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,delta,1,5,1,true,true,,false,0,false,false,false,false,false,false,false
TX,denton,3,6,0,true,false,20.0,false,0,false,false,false,false,false,false,false
TX,dewitt,1,3,3,false,false,,false,0,false,false,false,false,false,false,false
TX,dickens,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,dimmit,2,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,donley,1,2,4,false,false,,false,0,false,false,true,false,false,false,false
TX,duval,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,eastland,1,2,4,true,true,20.0,false,0,false,false,false,false,false,false,false
TX,ector,1,2,4,true,true,20.0,false,0,false,false,false,false,false,false,false
TX,edwards,1,4,2,false,false,,false,0,false,false,true,false,false,false,false
TX,el paso,4,6,0,true,false,20.0,false,0,false,false,false,false,false,false,false
TX,ellis,1,6,0,true,true,20.0,false,0,false,false,false,false,false,false,false
TX,erath,1,5,1,true,true,20.0,false,0,false,false,false,false,false,false,false
TX,falls,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,fannin,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,fayette,2,3,3,false,false,,false,0,false,false,false,false,false,false,false
TX,fisher,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,floyd,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,foard,1,2,4,false,false,,false,0,false,false,true,false,false,false,false
TX,fort bend,1,6,0,true,true,,false,0,false,false,false,false,false,false,false
TX,franklin,2,5,1,true,false,,false,0,false,false,false,false,false,false,false
TX,freestone,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,frio,1,3,3,false,false,,false,0,false,false,false,false,false,false,false
TX,gaines,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,galveston,3,6,0,true,false,,false,0,false,false,false,false,false,false,false
TX,garza,1,5,1,false,false,,false,0,false,false,false,false,false,false,false
TX,gillespie,1,4,2,true,true,20.0,false,0,false,false,false,false,false,false,false
TX,glasscock,1,3,3,false,false,,false,0,false,false,true,false,false,false,false
TX,goliad,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,gonzales,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,gray,1,4,2,false,false,,false,0,false,false,false,false,false,false,false
TX,grayson,1,6,0,false,false,,false,0,false,false,false,false,false,false,false
TX,gregg,3,6,0,true,true,,false,0,false,false,false,false,false,false,false
TX,grimes,1,5,1,true,true,,true,5,false,false,false,false,false,false,false
TX,guadalupe,2,6,0,false,false,,false,0,false,false,false,false,false,false,false
TX,hale,1,2,4,true,true,,true,2,false,false,true,false,false,false,false
TX,hall,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,hamilton,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,hansford,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,hardeman,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,hardin,1,2,4,false,false,,false,0,false,false,true,false,false,false,false
TX,harris,3,5,1,true,true,,false,0,false,false,false,false,false,false,false
TX,harrison,1,2,4,false,false,,false,0,false,false,true,false,false,false,false
TX,hartley,1,2,4,false,false,,false,0,false,false,true,false,false,false,false
TX,haskell,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,hays,1,6,0,true,true,20.0,false,0,false,false,false,false,false,false,false
TX,hemphill,1,4,2,false,false,,false,0,false,false,false,false,false,false,false
TX,henderson,1,2,4,true,true,20.0,false,0,false,false,false,false,false,false,false
TX,hidalgo,3,6,0,true,false,20.0,false,0,false,false,false,false,false,false,false
TX,hill,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,hockley,1,2,4,false,false,,false,0,false,false,true,false,false,false,false
TX,hood,2,4,2,false,false,,false,0,false,false,false,false,false,false,false
TX,hopkins,2,5,1,false,false,,false,0,false,false,false,false,false,false,false
TX,houston,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,howard,1,5,1,true,true,20.0,false,0,false,false,false,false,false,false,false
TX,hudspeth,1,3,3,false,false,,false,0,false,false,true,false,false,false,false
TX,hunt,1,4,2,false,false,,false,0,false,false,true,false,false,false,false
TX,hutchinson,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,irion,1,2,4,true,true,20.0,false,0,false,false,false,false,false,false,false
TX,jack,2,4,2,true,false,,false,0,false,false,false,false,false,false,false
TX,jackson,1,3,3,false,false,,false,0,false,false,true,false,false,false,false
TX,jasper,1,2,4,false,false,,false,0,false,false,true,false,false,false,false
TX,jeff davis,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,jefferson,2,6,0,true,true,,false,0,false,false,false,false,false,false,false
TX,jim hogg,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,jim wells,2,2,4,true,false,,false,0,false,false,false,false,false,false,false
TX,johnson,1,6,0,true,true,,false,0,false,false,false,false,false,false,false
TX,jones,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,karnes,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,kaufman,1,6,0,true,true,20.0,false,0,false,false,false,false,false,false,false
TX,kendall,1,6,0,true,true,20.0,false,0,false,false,false,false,false,false,false
TX,kenedy,2,6,0,true,false,,false,0,false,false,false,false,false,false,false
TX,kent,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,kerr,1,4,2,true,true,,false,0,true,false,false,false,false,false,false
TX,kimble,1,2,4,false,false,,false,0,false,false,true,false,false,false,false
TX,king,1,1,5,false,false,,false,0,false,false,false,false,false,false,false
TX,kinney,1,3,3,false,false,,false,0,false,false,true,false,false,false,false
TX,kleberg,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,knox,1,2,4,true,true,,false,0,true,false,false,false,false,false,false
TX,la salle,1,5,1,true,true,,false,0,false,false,false,false,false,false,false
TX,lamar,2,3,3,true,false,20.0,false,0,false,false,false,false,false,false,false
TX,lamb,1,3,3,false,false,,false,0,false,false,true,false,false,false,false
TX,lampasas,1,3,3,false,false,,false,0,false,false,false,false,false,false,false
TX,lavaca,1,3,3,false,false,,false,0,false,false,false,false,false,false,false
TX,lee,1,4,2,false,false,,false,0,false,false,false,false,false,false,false
TX,leon,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,liberty,1,6,0,false,false,,false,0,false,false,false,false,false,false,false
TX,limestone,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,lipscomb,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,live oak,1,3,3,false,false,,false,0,false,false,false,false,false,false,false
TX,llano,2,3,3,false,false,,false,0,false,false,false,false,false,false,false
TX,loving,2,2,4,true,false,,false,0,false,false,false,false,false,false,false
TX,lubbock,2,6,0,true,true,300.0,false,0,false,false,true,false,false,false,false
TX,lynn,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,madison,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,marion,2,4,2,false,false,,false,0,false,true,false,false,false,false,false
TX,martin,1,2,4,true,true,20.0,false,0,false,false,false,false,false,false,false
TX,mason,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,matagorda,1,2,4,false,false,,false,0,false,false,true,false,false,false,false
TX,maverick,1,2,4,true,true,,false,0,false,false,false,false,false,false,false
TX,mcculloch,1,4,2,false,false,,false,0,false,false,false,false,false,false,false
TX,mclennan,1,6,0,true,true,20.0,false,0,false,false,false,false,false,false,false
TX,mcmullen,1,2,4,false,false,,false,0,false,true,false,false,false,false,false
TX,medina,1,2,4,false,false,,false,0,false,false,true,false,false,false,false
TX,menard,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,midland,2,6,0,true,true,20.0,false,0,false,false,false,false,false,false,false
TX,milam,1,5,1,false,false,,false,0,false,false,false,false,false,false,false
TX,mills,1,2,4,false,false,,false,0,false,false,true,false,false,false,false
TX,mitchell,1,2,4,false,false,,false,0,false,false,true,false,false,false,false
TX,montague,1,6,0,false,false,,false,0,false,false,false,false,false,false,false
TX,montgomery,2,5,1,true,false,,true,1,false,false,false,false,false,false,false
TX,moore,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,morris,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,motley,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,nacogdoches,1,2,4,true,true,20.0,false,0,false,false,false,false,false,false,false
TX,navarro,1,2,4,false,false,,false,0,false,false,true,false,false,false,false
TX,newton,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,nolan,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,nueces,1,4,2,true,true,,false,0,false,false,false,false,false,false,false
TX,ochiltree,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,oldham,1,2,4,false,false,,false,0,false,false,true,false,false,false,false
TX,orange,1,4,2,true,true,,false,0,false,false,true,false,false,false,false
TX,palo pinto,1,3,3,false,false,,false,0,false,false,false,false,false,false,false
TX,panola,1,2,4,true,true,20.0,false,0,false,false,false,false,false,false,false
TX,parker,1,2,4,true,true,20.0,false,0,false,false,false,false,false,false,false
TX,parmer,1,2,4,true,true,,false,0,false,false,false,false,false,false,false
TX,pecos,1,4,2,true,true,,false,0,false,false,false,false,false,false,false
TX,polk,1,4,2,true,true,20.0,false,0,false,false,false,false,false,false,false
TX,potter,2,6,0,true,false,,false,0,true,false,false,false,false,false,false
TX,presidio,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,rains,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,randall,1,3,3,true,true,20.0,false,0,false,false,true,false,false,false,false
TX,reagan,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,real,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,red river,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,reeves,1,5,1,true,true,,false,0,false,false,false,false,false,false,false
TX,refugio,1,6,0,false,false,,false,0,false,false,false,false,false,false,false
TX,roberts,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,robertson,2,3,3,false,false,,false,0,false,false,false,false,false,false,false
TX,rockwall,3,6,0,true,false,20.0,false,0,false,false,false,false,false,false,false
TX,runnels,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,rusk,2,4,2,false,false,,false,0,false,false,true,false,false,false,false
TX,sabine,1,6,0,false,false,,false,0,false,false,false,false,false,false,false
TX,san augustine,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,san jacinto,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,san patricio,1,3,3,false,false,,false,0,false,false,false,false,false,false,false
TX,san saba,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,schleicher,1,2,4,false,false,,false,0,false,false,true,false,false,false,false
TX,scurry,1,5,1,false,false,,false,0,false,false,false,false,false,false,false
TX,shackelford,1,3,3,false,false,,false,0,false,false,false,false,false,false,false
TX,shelby,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,sherman,1,3,3,false,false,,false,0,false,false,true,false,false,false,false
TX,smith,1,5,1,true,true,20.0,false,0,false,false,false,false,false,false,false
TX,somervell,1,3,3,true,true,20.0,false,0,false,false,false,false,false,false,false
TX,starr,2,5,1,true,false,,false,0,false,false,true,false,false,false,false
TX,stephens,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,sterling,1,2,4,false,false,,false,0,false,false,true,false,false,false,false
TX,stonewall,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,sutton,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,swisher,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,tarrant,3,6,0,true,false,30.0,false,0,false,false,false,false,false,false,false
TX,taylor,1,6,0,true,true,20.0,false,0,false,false,false,false,false,false,false
TX,terrell,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,terry,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,throckmorton,1,3,3,false,false,,false,0,false,false,false,false,false,false,false
TX,titus,1,3,3,false,false,,false,0,false,false,true,false,false,false,false
TX,tom green,1,6,0,false,false,,false,0,false,false,false,false,false,false,false
TX,travis,4,5,1,true,false,,false,0,false,false,true,false,false,false,false
TX,trinity,1,3,3,false,false,,false,0,false,false,false,false,false,false,false
TX,tyler,1,4,2,false,false,,false,0,false,false,false,false,false,false,false
TX,upshur,1,4,2,false,false,,false,0,false,false,false,false,false,false,false
TX,upton,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,uvalde,2,5,1,true,true,,false,0,true,false,true,false,false,false,false
TX,val verde,1,4,2,true,true,20.0,false,0,false,false,false,false,false,false,false
TX,van zandt,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,victoria,1,6,0,false,false,,false,0,false,true,false,false,false,false,false
TX,walker,1,3,3,true,true,300.0,false,0,false,false,true,false,false,false,false
TX,waller,1,4,2,false,false,,false,0,false,false,false,false,false,false,false
TX,ward,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,washington,1,4,2,false,false,,false,0,false,false,false,false,false,false,false
TX,webb,1,6,0,true,true,20.0,false,0,false,false,false,false,false,false,false
TX,wharton,1,4,2,false,false,,false,0,false,false,false,false,false,false,false
TX,wheeler,1,2,4,false,false,,false,0,false,false,true,false,false,false,false
TX,wichita,1,3,3,true,true,,false,0,false,false,false,false,false,false,false
TX,wilbarger,1,2,4,false,false,,false,0,false,false,true,false,false,false,false
TX,willacy,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,williamson,1,5,1,true,true,,false,0,false,false,false,false,false,false,false
TX,wilson,1,3,3,false,false,,false,0,false,false,false,false,false,false,false
TX,winkler,1,2,4,true,true,20.0,false,0,false,false,false,false,false,false,false
TX,wise,1,3,3,true,true,20.0,false,0,false,false,false,false,false,false,false
TX,wood,2,5,1,true,false,,false,0,false,false,false,false,false,false,false
TX,yoakum,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,young,1,2,4,false,false,,false,0,false,false,false,false,false,false,false
TX,zapata,1,3,3,false,false,,false,0,false,false,false,false,false,false,false
TX,zavala,1,3,3,false,false,,false,0,false,false,false,false,false,false,false
FL,alachua,1,6,0,true,true,20.0,false,0,false,false,false,false,false,false,false
FL,baker,1,4,2,true,true,,false,0,true,false,true,false,false,false,false
FL,bay,1,6,0,true,true,,false,0,true,false,false,false,false,false,false
FL,bradford,1,5,1,true,true,,false,0,true,false,true,false,false,false,false
FL,brevard,1,6,0,true,true,,false,0,false,false,true,false,false,false,false
FL,broward,1,6,0,true,true,,false,0,false,false,true,false,false,false,false
FL,calhoun,1,6,0,true,true,,false,0,false,false,true,false,true,true,true
FL,charlotte,1,4,2,true,true,20.0,false,0,false,false,true,false,false,false,false
FL,citrus,1,6,0,true,true,20.0,false,0,false,false,false,false,false,false,false
FL,clay,1,6,0,true,true,10.0,false,0,false,false,true,false,false,false,false
FL,collier,1,5,1,true,true,20.0,false,0,false,false,false,false,false,false,false
FL,columbia,1,6,0,true,true,,false,0,true,false,true,false,false,false,false
FL,desoto,1,6,0,true,true,,false,0,false,false,false,false,false,false,false
FL,dixie,1,6,0,true,true,,false,0,true,false,false,false,false,false,false
FL,duval,1,6,0,true,true,20.0,false,0,false,false,false,false,false,false,false
FL,escambia,1,5,1,true,true,,false,0,false,false,false,false,false,false,false
FL,flagler,1,6,0,true,true,,false,0,false,false,false,true,false,false,false
FL,franklin,1,4,2,false,false,,false,0,false,false,false,false,false,false,false
FL,gadsden,1,5,1,true,true,,false,0,true,false,true,false,true,true,true
FL,gilchrist,1,6,0,false,false,,false,0,false,false,false,false,false,false,false
FL,glades,1,6,0,true,true,,false,0,true,false,false,false,false,false,false
FL,gulf,1,5,1,true,true,,false,0,true,false,false,false,false,false,false
FL,hamilton,1,6,0,true,true,,false,0,true,false,false,false,false,false,false
FL,hardee,1,4,2,true,true,,false,0,false,false,false,false,false,false,false
FL,hendry,1,6,0,false,false,,false,0,false,false,false,false,false,false,false
FL,hernando,1,6,0,true,true,20.0,false,0,false,false,false,false,false,false,false
FL,highlands,1,6,0,true,true,,false,0,false,false,false,false,false,false,false
FL,hillsborough,1,6,0,true,true,20.0,false,0,false,false,false,false,false,false,false
FL,holmes,1,4,2,true,true,,false,0,false,false,true,false,true,true,true
FL,indian river,1,6,0,false,false,,false,0,false,false,false,false,false,false,false
FL,jackson,1,6,0,true,true,,false,0,true,false,true,false,true,true,true
FL,jefferson,1,5,1,true,true,,false,0,true,false,true,false,false,false,false
FL,lafayette,1,5,1,true,true,,false,0,false,false,true,false,true,true,true
FL,lake,1,5,1,true,true,20.0,false,0,false,false,false,false,false,false,false
FL,lee,1,6,0,true,true,20.0,false,0,false,false,false,false,false,false,false
FL,leon,1,6,0,true,true,,false,0,false,false,false,false,false,false,false
FL,levy,1,6,0,true,true,,false,0,true,false,false,false,false,false,false
FL,liberty,1,5,1,false,false,,false,0,false,false,true,false,true,true,true
FL,madison,1,5,1,true,true,,false,0,false,false,false,false,false,false,false
FL,manatee,1,6,0,true,true,,false,0,false,false,true,false,false,false,false
FL,marion,1,6,0,true,true,20.0,false,0,false,false,false,false,false,false,false
FL,martin,2,6,0,true,false,,false,0,false,false,false,false,false,false,false
FL,miami-dade,1,6,0,false,false,,false,0,false,false,true,false,false,false,false
FL,monroe,1,5,1,true,true,,false,0,true,false,false,false,false,false,false
FL,nassau,1,6,0,true,true,,false,0,false,false,true,false,false,false,false
FL,okaloosa,1,6,0,true,true,,false,0,true,false,false,false,false,false,false
FL,okeechobee,1,6,0,true,true,,false,0,false,false,false,false,false,false,false
FL,orange,1,6,0,true,true,,false,0,false,false,true,false,false,false,false
FL,osceola,1,6,0,false,false,,false,0,false,false,false,false,false,false,false
FL,palm beach,1,6,0,true,true,20.0,false,0,false,false,false,false,false,false,false
FL,pasco,1,6,0,false,false,,false,0,false,false,true,false,false,false,true
FL,pinellas,1,6,0,true,true,20.0,false,0,false,false,false,false,false,false,false
FL,polk,1,4,2,true,true,20.0,false,0,false,false,false,false,false,false,false
FL,putnam,1,6,0,false,false,,false,0,false,false,false,false,false,false,false
FL,santa rosa,1,6,0,true,true,,false,0,false,false,false,false,false,false,false
FL,sarasota,1,6,0,true,true,20.0,false,0,false,false,false,false,false,false,false
FL,seminole,1,6,0,true,true,,false,0,false,false,false,false,false,false,false
FL,st. johns,1,6,0,true,true,,false,0,false,false,false,false,false,false,false
FL,st. lucie,1,6,0,false,false,,false,0,false,false,false,false,false,false,false
FL,sumter,1,5,1,true,true,20.0,false,0,false,false,false,false,false,false,false
FL,suwannee,1,5,1,true,true,,false,0,false,false,false,false,false,false,false
FL,taylor,1,6,0,true,true,,false,0,true,false,true,false,false,false,false
FL,union,1,5,1,true,true,,false,0,true,false,false,false,false,false,false
FL,volusia,1,5,1,true,true,,false,0,false,false,false,false,false,false,false
FL,wakulla,1,4,2,true,true,,false,0,true,false,true,false,false,false,false
FL,walton,1,5,1,true,true,,false,0,false,false,true,false,false,false,false
FL,washington,1,6,0,true,true,,false,0,true,false,true,false,true,true,true
